"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"34d66ef0bb2b188cfec812eb12aac7d7","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"3b95259f1ebf4d172beec64cdbba947e","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"84bb1af22baa2d9d12ef2b91cf33b5c0","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"a87784fb6057678d7344afb3ab274646","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"601ffbdabcda0df22b7bc5435a674e68","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"fcd4029abc7df2dd38d4127d27d5550d","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"3da2182d53d28b72d56048aead142ef3","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"ed1823e2efef80b12923b56dc0f4f0d1","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus"
"d7f36cc92077d24274cce32280c055cc","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia",NA
"76cf5dd77189e02a315ba9f66f553c1e","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA
"1aa4dad238a19988c7dc0b261338a56c","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Imtechella","halotolerans"
"8ea7c5f6b051d4de7bae2e0b2ee4262d","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gelidibacter",NA
"166781e9335f9d9c4d636da6b160648f","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"f33f30d2e36fcc1f45c72281928d0bbe","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"0ae62291328e33abb96d16c577d1a3fa","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"9f7df45617797250a4db7b3135481aff","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"0cfbb14fbedac361b89ef277251158fb","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,NA
"a9e9bb366458625f57db02b2da581fbe","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"e2ac164bf715e662fa7f3eead265a12a","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"1016ae17a2f61acfa40eb5af34b8e914","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"8afd439a6997d234000ebd0d9c3fdeb5","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"e91d4c32efcfb30669f6d69d6c533fa8","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"084ffd1ee82c35cee830697b51587e47","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"55b91f09022802858b9333b681dfae32","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"0b032427aa748d440d6ed18851bd1e5b","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"36d102e23b2f381206a11cac038c058c","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"7994ffd9e53c10525b5ae96dbbf71bf4","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"f4904b552d533f8fc4ce6707638790e9","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"9d48fb46628d2ed77f6a5e530a768352","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"4d657c9ea8ad6a4a58127c212f1a0464","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"3b3fc7fa086b74f2311791621c598440","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"be30ca59be5ec716edf3bb30d57f4c52","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"e20dcec5c1053198e3f9dd16691954c4","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"a4bee8287473456b7d599bdcb3e83d9f","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"a41815efb8915d8812847b0b822cd2ce","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","composti"
"56898ed285bf0fa1c6de50b14fdc4252","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"f86da126d6e2995613c0db90cf4199f4","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","rigui"
"288aec77a72087a768007a07d4029112","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"fa739d49523dc3da5c9abb0ace7e345e","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","multivorum"
"f2851c701b9f0c22a915facfc77233d7","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"6ec417dac86403af19f1f72972885558","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"296ccc4dec15f3589cfc657ab847bfc1","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"f98e589b0324162521a428d74e0d3462","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"bc9109d08f381340839a8873c19b8e10","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"a909d9f76973d4e675c59c27cd750eac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"904e471ad089425dd56c7978edae540d","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"5104eaab00e18e9b1a835c87e115c00c","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"80ef3ebcc8182360da3369dfa95a89d8","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","mizutaii"
"130183f699ccf60e781f455e3acd6019","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga",NA
"ab97eba40e9efa95e07cdc59649648db","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"542284319fc396021b7a05dc57b67dde","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"34c6a713d6b8a9abf0bc0683d4181c08","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"899524c4d757af9fcdb8c1067a07bc37","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"ac1b5e8f6e33ab96eea5894fec46f216","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"593c52fe4922aafafa1d0763310f96d9","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"dcfe3dd9dbce730cdb586629ecbb0c91","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"d23e8d177d10c1533644d8455b933c3f","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"97e928ba72e0de0b60346dd706410e9f","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"21d39de51dfedd7cc9ca1443e73f9a06","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"ff9750da5adae95ad01f292a8002948a","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"8dabba078f1982180780381f32ce85a4","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"d715f805f79b44f46b234b083c4d7dbb","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"0370eba77369277514e6f7e4ae86e95a","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"0dc5662ffd6267b1b5fb6d73bfe09c26","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"7dd720d31f09925f1bba587c1edb23bc","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"1a491b14ba8263aaa5af97ba676644c3","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"8ea5e130a20b4519aa0cbf9fdfeffd9a","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"2f4aab8a9eb0fcd48cdc11269d36d605","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"50867ad98e89008fc404231587992cb1","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"6c75fc34aa09c103fad7be46e84216ab","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"7237eb824429b7707259217057ba6930","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"45fd0adee96a1e7081b39e2aa615368e","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter",NA
"d5894867e7e782524f956ee6e0f89335","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter",NA
"a66ff735f077adc9d66d776403aba3a8","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"982471f09a44dd1dcba1a068dd56e839","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"02bfd1ccd172186ec8a0e304d7b0d5b4","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"a21a71aaea7ac6859ac74725ed7c4f11","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"13be045de42b0beb0389a7cb72699c21","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"3aceb0183fab8bef57143f49c38cf922","Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"9a6233cb9e2a4cbbce8632464d343128","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5","BE24",NA
"0d2aa7c35972811bb9185efabff104ac","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","RF16",NA,NA
"bef9d54ab19ad5d7d575608883ac8248","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"8a68676bdfc5fa94ccc48dde5d1fa3d7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"ea164320ae7959075d28c81eb97243b7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"81ddcc3a850d327aa1ddad3869d2eeeb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"5464c67e4ae6fc14641df2ae8fa7ce70","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"e9dae620c8f78917886927f61188d474","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"96a8bc1af611449f7b79b8bc689a89d4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"cb42f11bb8453e96bc210168eae1e729","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"18e7a8e3cd0b9393e1af96eca4bb37b5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"3ee2a1d15a8987724d1d2c32db023346","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"d7ad4ad1cf3287490e33993f854fcc0a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"db3bd62622bc4489ae1f17d256bceb91","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"d4fd997ce7530c4e23f561459d475d77","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"e83781c7f4cfbd3cdd2c51a3dfe855b6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"ec62f5ab04d9c4ebc9aa3850f7e776c5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"883ec38e19db59db436f24e441b1d13f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"f3549d57cdafb7ce2f243960dd2436d4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"125a2696bb11d3067f2880de67c9489b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"00195669516a08d7c151fad1ecadf78f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"290274e50949bb6fe1d96e7117a0f5d3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"bf56e88860c358473291812140f4e5ff","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"c3c7cd629ed18566e3a7b658536b6016","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"a77b83699a29ede7fe2230dff4db726e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"6b6a75e00e226b6c924599346e8b0203","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"83e13294fe49bf6ccc63ff8ad26661a0","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"c6268c573b40018b6b438a0021ac2a80","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"c85346e0d15c964a5e15f047323d2a1d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"771173d00110b2f2bd8bbe4088b01fa8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"8279447c860fbdabb7ab1700cf3ec8dc","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"bd278377f8cfc2ceb2d74537ec1f5fc7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"27213bf503a6322cd009da0f1bada6e3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"4ec1c301887b8b20b79a26abcd043a0e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"90fb733dd93d09de578d8903d5158b21","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"21a8b78f27f13bfb20f43bc2164e404c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"8c01cb849da4cc28881347ff445f3342","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"2a32ee18ab708012886196ec6d6eedd9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"d173e3eb5ae43069f02e699f35d72238","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"0817ad8f251f43a22e46b01275142937","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"b282c6fb0b45bbea9297ace5bb3f92b4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"0ee5a74f6400b81d959de133aeadcbbc","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"392147b862eb54f8b77a57151ef6c293","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"34b1e7f0e9cc29cffe22cde723a53a52","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"6c78b98e1957088561c3a8783d5b6869","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"8e70e3d93afce4715d07a5ad92c852d7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"f33436c39dc2c8c4bcbaaff5c756f528","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"9e06ff8f82499e1f457e55e8a7157d0d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"1a505a249612af1d00c36c12bc423564","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"dc29d460c7a8a3c17c5fc63f8e79b0d6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"a71b0934abf825e10a564b20c0989203","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"4bb0b5140e2e26167f93b4fb618a5119","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"024f7cad6e642df5730e30e87df5f7e7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"ead0aad38b733ba35563183e7f7268dc","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"b9209fb962aee1ea46c22fd0a6084dcd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"145ad0652c70e867ed69b7391e1b0e36","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"75c00346510e7145c153fffabc0b4298","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"c8ffa1f3679847491c1b8bceb0a51925","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"a102d2687ac48452d9f0ea71a31ce919","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"ed38353a7a507030f614867980a9060f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"6412b12744ae3aee956d3d09d6fac85f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"38544e2adc6f64530aa1b29362acdd5d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"736b3829ed79352567de2670dc8de4e3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"f139e2c59a51c705741bb8ec5a88ee50","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"b1b53197f637b93613155445eadaecf2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"5f6f3c4136912b086128e3cdc9877cd3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"600eada634ccd2db2aa11d58b6d338ff","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"e4e0525ce83101f9cf5920ba4870e901","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"a8b65e6d28f20875c78fa0d49ebafe2e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"268b40ed29e51f4025fa6f7b9f90051e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"8cca358ede58f6abced0ac3df34f5c93","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"b9b275b0e64ea8901d284b5e8447c7ba","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"36e8baab985bf76fb0c7c69990dd5972","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"64cb71c031ec2e7e4e7a66f737930d36","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"7e5f4495a2982ce5af9b24f2ffc73eca","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"de03986d0b1c3cdc8da5e23f200de112","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"4922dc808ed4cda4811a9fdf70b1ca4b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA,NA
"e6671cb5e88c13c3bf7257eede516118","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA,NA
"33a155c7fdec8b9d8e03583e52fc158a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"fa08aab69ace8e41bf1701e96ad7ea00","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"ef69b105c24672dc9b8a86a40e70a7ab","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"42bf0230501446f0ac41a1cfa733a019","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","onderdonkii"
"0e2d3a0bdd04b0fa1997a245761903be","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"b8131570ad29231979f46df3359899a0","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"272f1dd8dbd069ec85bfebc7271f2928","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"32431a6c4d958e7fed7f4be10c0e7cd7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","putredinis"
"05c379247f4a67a16cb9f112b15bf75c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","putredinis"
"98be5346ef1749fd281504e99abf8548","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","putredinis"
"fcb5d02ce987ccf9f52288a6b52ab90d","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"06e6337a1fa224e0984d390f3691db16","Bacteria","Bacteroidetes","VC2_1_Bac22",NA,NA,NA,NA
"429a0d677b6050cf1a68d84ce5666f37","Bacteria","Bacteroidetes","VC2_1_Bac22",NA,NA,NA,NA
"f17296a4c36472750b453383f9b1c566","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"062407f8aa18a80bba2b3f72d3e3dd68","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ee00ba9ff4be29a83b3e7fb8860c2165","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"4c0c6895b1100968e5df590e2decd79b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"53959308856afb1d33d2a81f46df62b2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"5bc18c999f4da01be9d3a6971eb2f2e0","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"fcb68b69f227e3b4dfec51bd965b8a2e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"1cf7d5f4fa522441df47f3a8b53d3d71","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"5806cfaf1158a3484baaa5b0fa5b75e5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"07d9c6be76ddecc41da149da800d48e9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"2e4c8e33d9f470be77cda4191e6e93f4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"4b9b85cf287524c2ff07cdcde5f4bba5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"52b7c1dce99800d4bae9300bf13ec87d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"640a3c0b7b674d2dbb7cede95b72c049","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"4f61c154400458e23e9479967a7995c6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"76987cec7956d2b0f8cbcb410abb7080","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"1115403a48c8bf3f76cb996b1216f717","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"c3d3e53db4f1c583ca6efd331c297413","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"dea13db33440fe92763afd527a015548","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
