"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"e973f54a8bdc907694937ceff500ea99","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"4b2ced51b8c60be88807abfcc11047d7","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"f6e6c95da709321380a90eae7648348e","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"e1c9a50a37b5fdbfe891840b8c0b4947","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"483a5a232ff726c6482858321b3b356d","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"0d71c12227f08234d9185ff62fbae7cd","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"3c67a7f9eeb49f78563fa5d8d02d3adb","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Arabidopsis","thaliana"
"0d8ef89bcb93c55769b512195e69c30f","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Raphanus","sativus"
"8c82036c836ec905135ee48750956fc3","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Raphanus","sativus"
"10eb11cc54eeb4a58586535993157087","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"b53e278acea5d057e3ea8acacd0bb9e2","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"b0fba827087c0b438fa4f88f1143c8eb","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"5bbbe42a033d7a1860ff25badac222bb","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"0e9773d66bf2a9a897be43e277eb77db","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"72beafb48d2312340ebb3f1638801682","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"820486cb1be92e8e0b73476e88abc9e8","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Malus","x domestica"
"8bd7613b1d51e85eb467d39a16898561","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"7be1eea1d6e31d0a4e66965b6657c277","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"b2af85a93525c090245f4c5664d9e6a8","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"ae06caef5f70204ad2c6f17f7a4b27cf","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"8dc552de9ba0090d2091109d4ee53a22","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"ce3a43264d7b5ab9eb342b2f23e29e83","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"408b4d3567bcc1388ce0565d594b4f52","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"3c8c3e188c7f28d389e92618d6fc3c22","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"4c1881ff5acb7c9f31175883859939cc","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"49cf93eb1be5c3e7788df813018817e0","Bacteria",NA,NA,NA,NA,NA,NA
"f31e6e3e0ebd56f80127ec9da506be0b","Bacteria",NA,NA,NA,NA,NA,NA
"5fde2466f95b3788bff88756336ede15","Bacteria",NA,NA,NA,NA,NA,NA
"171cc0ad83c9e4ef75f8f089acdaf74d","Bacteria",NA,NA,NA,NA,NA,NA
"3af692c43aa99ffc8024a78c44a71123","Bacteria",NA,NA,NA,NA,NA,NA
"831526e79c3fd004a75d2b186200ceb1","Bacteria",NA,NA,NA,NA,NA,NA
"e7c2e3469c4d96b9338b79efff3826ec","Bacteria",NA,NA,NA,NA,NA,NA
"0487f96dde491a63e2708a05248c3c8a","Bacteria",NA,NA,NA,NA,NA,NA
"b58d07a5352c106fd135329e828e323a","Bacteria",NA,NA,NA,NA,NA,NA
"da951ea95ff822cda242ba437a3740f6","Bacteria",NA,NA,NA,NA,NA,NA
"507a5bbf40f0abaced2fee18a685aec9","Bacteria",NA,NA,NA,NA,NA,NA
"4143eaecd281f3ae5e2af3ed07b897c4","Unassigned",NA,NA,NA,NA,NA,NA
"c78ddcea221c9a746a1df9de1d7b275c","Bacteria",NA,NA,NA,NA,NA,NA
"789c227aaadcb10c2c478597e02b3996","Bacteria",NA,NA,NA,NA,NA,NA
"8bcbb08fce6510731348b653ba27b837","Bacteria",NA,NA,NA,NA,NA,NA
"2e42b4e18da978ac46a803cb77526561","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Phytophthora","sojae"
"030119f1204cfb00d591c0741cb9ad97","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Malawimonas","jakobiformis"
"f8e16cb954d449876009097360db68e8","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Malawimonas","jakobiformis"
"f309f18aa2a9cfb6ab1f718e3e59e931","Bacteria","TM7","TM7-1",NA,NA,NA,NA
"6f69c2ecb455c722b42b889bf078c068","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"07589ecd769613efe13f57a45221ce42","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"6fa8ab71db14c7538a30e3dbdb69b8ef","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"6e02fba51874ce72ad93a632180c7898","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"539ed55d68eaac0b7b08c7f2d1882f90","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"913082a768ff732b39188a95598c8fed","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"3f16d174d58e9485679ca93c608fb978","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"a6a4c7ad20b0475169ded49927c70da1","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"0939f62ad86ad6012fee12d9d8f0c43b","Bacteria","TM7","TM7-3","I025","Rs-045",NA,NA
"a2079f7b506412099867878b38751a90","Bacteria","TM7","TM7-3","I025","Rs-045",NA,NA
"0969eb7e745987aa4115a0b9c9a3a28d","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"f5cb82993707d1a380b33adea426bd8f","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"3fe0341c3083b273497c62dc84c64d0f","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"9f6a9ba8c4b01c7b9246a829cde8d419","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"c497951852d1ca5da9a54e3c4300b10e","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"78c245b41b23884c586202cae54a01d2","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"617730f60bb7da216d158a91a47e0c62","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"c44f767a8074b7ad6165549fe71b1bd5","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"f44f260e7e913a04e5336929237eaa24","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"f6a303cdea26c697df35da5eb75b2e28","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"166609bda4c3faaf46da411002bea026","Bacteria","TM7","TM7-3","CW040","F16",NA,NA
"40f34dc0ab45a8330e394b8da0933a2a","Bacteria","TM7","TM7-3","CW040","F16",NA,NA
"fa70216d32ba22acd3a2897f74197f69","Bacteria","TM7","TM7-3","CW040","F16",NA,NA
"5943764f035e75c849caf6190faf807b","Bacteria","TM7","TM7-3","CW040","F16",NA,NA
"d0e8aec815770f8a8c0e6e0cdf72ef24","Bacteria","TM7","TM7-3","CW040",NA,NA,NA
"57353a4afe6f753dd10b9c88eae727e3","Bacteria","TM7","TM7-3","CW040",NA,NA,NA
"2c44b5d2bba295deaa47c042f53070ed","Bacteria","TM7","TM7-3","CW040",NA,NA,NA
"2d15abc1c04e0d47ed47fce9656f8455","Bacteria","TM7","TM7-3","CW040",NA,NA,NA
"84a80e7dd41a8d896d8a04c8f5119be3","Bacteria","TM7","TM7-3","CW040",NA,NA,NA
"cc39eb7a3ea0ca04c8281ec62be2d7d3","Bacteria","TM7","TM7-3","CW040",NA,NA,NA
"fe268d2c6d370806e7941cc5f4c52f0d","Bacteria","TM7","TM7-3","Blgi18",NA,NA,NA
"c399506020501a7f69280af2f1963032","Bacteria","TM7","TM7-3","EW055",NA,NA,NA
"27e55951a14e470b574dfbf26facb1bf","Bacteria","OD1","SM2F11",NA,NA,NA,NA
"98f04d832e48aff9567968be88abe10f","Bacteria","SR1",NA,NA,NA,NA,NA
"b9d28e419d4cefcb09d06d5cb6c1db55","Bacteria","SR1",NA,NA,NA,NA,NA
"94f26b9c63015bcab428b440f5b90153","Bacteria","SR1",NA,NA,NA,NA,NA
"6b4495f6174ed9f1b21c74cdbb0e5af4","Bacteria","SR1",NA,NA,NA,NA,NA
"ac848854dcaadcaa7f77e5421d6915e1","Bacteria","SR1",NA,NA,NA,NA,NA
"8331f378da81b7b95ceb5501aed6579c","Bacteria","SR1",NA,NA,NA,NA,NA
"af9af01769f70618fcef750a0e04ca26","Bacteria","SR1",NA,NA,NA,NA,NA
"885fad092f22efdfa6bd8f15eca31d71","Bacteria","SR1",NA,NA,NA,NA,NA
"8f2b20d0abbab28a8bc5c98e919a5123","Bacteria","SR1",NA,NA,NA,NA,NA
"6bc212ca4d80e90e18fe2a930df4e874","Bacteria","OD1","ABY1",NA,NA,NA,NA
"23c6033d003f35626f2d749eb5c0e4cf","Bacteria","OD1","ZB2",NA,NA,NA,NA
"f0e97273497120b5c47721365fd596b6","Bacteria","OD1","ZB2",NA,NA,NA,NA
"83488735443c05dffdce499a2044776d","Bacteria","GN02","GKS2-174",NA,NA,NA,NA
"31b99cf8e9d082d5aec2f0756aa9680f","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"6a86cc71cbf166af414488ee305c0bcb","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"d94218d0d26cede65a5743ba11ddc5f7","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"360344a8af2fef948618374882628ae4","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"c667d93154c18ad6eecc74a47ce9fdae","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"196c4e83d9d9ff83538673e815cbda51","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"932d40613009d2e5b051883bee5b9dcd","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"7f17c4c5131f8d774df454e160baafc2","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"ac20b736d06675e30ca8228cf6408fbb","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"2c3a9bf83d6eeef8029732c9b3ad2363","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA
"c7ce2424087c1d92a2ac2c51257f1247","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA
"7216ce2dbdf3c36ead4621f6589da657","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA
"b9838d1afe08d870284622def04a2745","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA
"afddc6429b6802ab8e0d2ed2cbd14688","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA
"ed6144a1ae22168227638bda35341a9c","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","cryaerophilus"
"607f9975481024a1af8ec596909c3eaf","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfuricurvum","kujiense"
"71aa378e23276fcbc461df453d3a3603","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfuricurvum","kujiense"
"f68719f09bbc931d612957253434239c","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"4cecc82ddbf69c948fd760d15b5592c0","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"bc2e91c177dcf042f2ecde858c2e64ed","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"5823505b4215e3292f466dce90c248b1","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"c500fffdfccc10762ef79b17a2398623","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"77c8670a541db06cfb2e0bf0a21bcf4b","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","ureolyticus"
"9b4c7456d8223513d24e886d1b1fa5cf","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","ureolyticus"
"41fb34f7b81218799b82b4abc70ed92b","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"c4d9d0060684ad0625fe2a5f58f28c06","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"14a597495c9c251d0a3bd884e90977db","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","rectus"
"1a62f0afbd4c237cb92eb98c7893a7fa","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"051e38747b5338434b2f3138cc8c108d","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"5c7d3f3d0ed50a64bb3d4b61938101e4","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"c731ba702745043acf1829dac58e8b95","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"a186ec91ccffb29a626a9fcb23ae085a","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"d58edb28d4df2fc280e7fee2873cfa3d","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"0cc290240f0bcdd53950d34d750e1647","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"5c4dac94bdd99db6fa67332f0ad83d8e","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"4f793f16ba016c668a64be7407c6e046","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"a3adc607ae22977bf7e9aa2b3feaaf9b","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"18383af2daca41a09ea9e91f81640874","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"e874c44f5a991d97b34998df2fc7e22b","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"953a09e38cd625c059cbd6c1ad0e9446","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"47b828b5846991d503bd157369a1e8a2","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"ce8afc46aba003f4cf42d60efc9225d6","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"9ab0bfd9cc77158be17319d0f0aa351a","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Geotoga",NA
"1c0f4637adc41331eb5bfbe303418e3d","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae",NA,NA
"28df30a9e26f1abd93dd318b68e6aa7c","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanimicrococcus",NA
"3b074a8b427918fa44045aeaaea0a669","Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145"
"caee5146b2444b3aae59711847e9f44a","Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145"
"147940a0d6a21ba5cd89f6990a6bb8e2","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","Cenarchaeaceae",NA,NA
"02b8b46f03cafe1f931251b09d74f855","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","Cenarchaeaceae","Nitrosopumilus",NA
"e1f11f8129c1f28980f9fe1107fd121c","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","Cenarchaeaceae","Nitrosopumilus",NA
"e31aaf022797adca4b39fa08732a995f","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"20910220a15454c7a7a995405b0ec36d","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"494e7cb040a86bd3d91e7066a86d06d0","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"ee6d859a4dd459852e32aaf246bf452b","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"b3926767a35c2be60ef099b9e1ac5bf5","Bacteria","Planctomycetes","Phycisphaerae","WD2101",NA,NA,NA
"f4e258d021ccb82587d7f91b858d8ef6","Bacteria","Planctomycetes","Phycisphaerae","WD2101",NA,NA,NA
"29005d00db95ce9d815927ca703886a4","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA
"2978f599514e9359b095bbfb835466ae","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA
"df203342505a8720bec795e5bf1a7d37","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA
"68f3dab227d2f906312aef79877007d1","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae",NA,NA
"92795f64fa952bd90e5dcc306bffd581","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae",NA,NA
"3eb6412da38e6e9e17d6fe649b7ba019","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae",NA,NA
"bf38e7b2c91523762e335f277916d42c","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae",NA,NA
"b00f2444815b116783ae4ed45bc75ce7","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",NA
"09041fa055c3e7901f3bbe478a2dedd8","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",NA
"51f42d0526f7ecf40398b60bc420b65c","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",NA
"809e3ce316a45dd10eb1e5a3fbbc55ef","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",NA
"3c1d3d2680c02e4590958995128e5c5d","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",NA
"ff7b4648d4082cfd3675a78f59864126","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",NA
"e7412860412fa80111bbdd004b051dac","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"9914ffc226da59175d2c0c2bd0bec15c","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA
"830753152d65159079e4df967206f752","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA
"b5819a12d9bf7e5f6b25b8e1a4af42e1","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA
"60e5f0f8b43f64501e8638788570a232","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA
"9b6de28382de96e038166db152ff9b1f","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA
"c2daf3089bceeac60123c69e64e3f10b","Bacteria","FBP",NA,NA,NA,NA,NA
"d09c1c54b583aaa924c833e53d10a7e9","Bacteria","FBP",NA,NA,NA,NA,NA
"8ccd5d31ac26a646ad4a838ee164008f","Bacteria","FBP",NA,NA,NA,NA,NA
"bde4250f4b7d573969722ea758deacaf","Bacteria","FBP",NA,NA,NA,NA,NA
"f9ab9721d74122cf03aa9ca5cda65586","Bacteria","FBP",NA,NA,NA,NA,NA
"82d1f3652ca88dd0efe36292577ba74e","Bacteria","FBP",NA,NA,NA,NA,NA
"bc9bb393ecf944ac2859725629b98885","Bacteria","FBP",NA,NA,NA,NA,NA
"2377401660eaf861c333be66e4d427d1","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales",NA,NA,NA
"bc693438bb9d3fdc366638fbab43ba9d","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales",NA,NA,NA
"0d2daf82e641596d20fed7336278f7ab","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"da711b6ba715121120acd53a803a3443","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia",NA
"71c522524e312ba3590677fab8365610","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"a9ab637ae7e27f2645abc90a1ad525c6","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"1ec9537371b192c92d28b9306b3cb4d3","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"238b89fb1660730141001fb9c93e92b9","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"ad4f9d5d1dda31a4dc12a3fe7a6e3e56","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"1a2561f5e91d174b7049f5e93cf36547","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"70915f0b1907f8977194d7cc6289fafe","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"2d334108842c144a35462fbabe0595aa","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"6dcd172d90a42c3a922d06cd609caf6c","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"cf4a3269aea9bed949426e45b59b5305","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"c8c04f40f1f62d4ba214eaecb9a04fcb","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"4b6e58621e53ae03a1db1acc205acac9","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"686e590bdf6991736a898f3f31fcb790","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"9279b1e5961a3eb54ea5530ecc360975","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"1389f927d54dab741f067b30df2063b2","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"aad48402c880929e388264fb3ac7e53e","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"1e28110d59faef36bc4991d87ded170f","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"a49a7c28dc5176c670d26b28cb1b3e28","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"e5030622039d3d3705f5595bb5f2063d","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"fa631fee567129c1b11517fd4d735c5f","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"4e5cf7ba091d3a2a36c078c4f66d275e","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"efa5ea162c36da07f16b57c95ecffe39","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"992f3387d272edae524131c147350405","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"274f5edda7d6ed4f198f474cc16edfc8","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"8905f8c0e7ad25e02e0b4375ba010160","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"f3c867c4f48a6c2a3aeb1dd95ae63100","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"6bdf1be16a374f3584e0062b8bde2572","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"5b1a3001d6ac545645c6f80178f7fe27","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"cb18538c1097684dd9f33953019126c6","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"8a5937f739ef2accfb3811b1915eb340","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"bdb9e5f6c41c701ec4b3bc754f1fde53","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"8efcca77bea2e72ca74084698897440d","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"4e0b8462af712653ab7ed02c9325811e","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"c9094014ee45d351cccd5d99dfb5d0db","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"919f97f60f9cdffda34e04c6591a6b1a","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"e759640bcd410bdd81cc38fca373e5bd","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"6740871431a21c2bb62f9010d598f695","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"bca4d2851db67279702d9c76f0fab29b","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"322c0a267bb18d95f1dcc6c587fcec9f","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
